Alert_Time	Token	Adress	Market_Cap	Token_Price	Mint_Authority	LP_burned	Trending	Lord_Impact	Lord_Ratio	TwentyFourHoursVol	Lord_Score	Holders	Deployer	Deployer_Percent	Top_Holders	Liquidity_Pool_Balance	SOL_Supply
14/03 00:02:40 UTC	BLOBBY	HH84zPnoByeD5TRtdSZYFGdTM6PfWDivmk32HhYTooAL	$195,096	$0.0000219	Disabled	100%	#2	23.2	0.8	$150,343 | 17788.00%	1.24	459	5.01 SOL	0.00%	44.31%	$28,324	86.2 / 7.3%
14/03 00:55:30 UTC	BELUGA	E63CDwLy9Dwr3EptAzopV9RuWoQnn5ZVYEjLWnJX8dCw	$117,890	$0.000118	Disabled	100%🔥	Not Trending	0	0.6	$71,235 | 8200.00%	4.82	229	6.19 SOL	0.00%	55.48%	$16,545	49.3 / 7.0%
14/03 01:15:16 UTC	WOLF	8b93yZyXrAQAZ6LEFNsdFWCbkoFMPEiTauEt1CxMdEi2	$80,015	$0.0000800	Disabled	100%🔥	#0	0	2.3	$184,672 | 1977.00%	22.05	329	2.01 SOL	1.50%	40.15%	$19,182	57.7 / 12.0%
14/03 01:35:18 UTC	CONKE	DDZERkYnebQiMZbpYQNB2FPPApgp7BdWsoVbWJuPMunb	$46,082	$0.0000461	Disabled	100%🔥	#0	0	1.5	$68,257 | 2202.00%	4.24	263	8.82 SOL	7.00%	42.69%	$17,123	51.7 / 18.5%
14/03 02:31:29 UTC	$100BTC	7QZyGzDwtA9bxN7Z3TPbfgMXPih4SK64Zd5JCLg2nMJa	$52,639	$0.000526	Disabled	100%🔥	Not Trending	0	2.0	$107,849	13.20	284	17.03 SOL	0.99%	35.95%	$17,478	53.9 / 16.2%
14/03 02:35:18 UTC	TRWP	5DANMZQrrKKJna7QMteohHbZaCffjDDcBDmgmXYoJBbv	$1,306,559	$0.0131	Disabled	N/A	#0	0	0.8	$1,025,665 | 55.19%	103.98	1509	1780.81 SOL	2.55%	34.65%	$401,413	1206.6 / 15.4%
14/03 02:39:30 UTC	DAVE	7wT7JBoZm35PebUFtA5NbcMU7fZ3reoZiZA1dc31xbiz	$176,602	$0.000177	Disabled	100%🔥	Not Trending	0	0.3	$62,545 | 17588.00%	2.74	288	3.79 SOL	0.00%	40.33%	$21,962	66.1 / 6.2%
14/03 03:25:31 UTC	CWIFS	FR2RWpY9g8xbpiyHhCAzKJtESqkewg5VJTTbRwGDXYTu	$44,244	$0.0000442	Disabled	100%🔥	#0	0	1.2	$54,673 | 3129.00%	9.09	341	2.88 SOL	0.00%	41.11%	$11,383	34.4 / 12.8%
14/03 04:26:59 UTC	soLana Del Rey	9LM68KyWhDTii6WwDbM8Yik7ijAUVNY2S1diDnZ3CbVv	$37,516	$0.0000375	Disabled	100%🔥	#0	0	1.7	$62,398 | 1922.00%	34.65	304	1.82 SOL	5.00%	37.19%	$14,831	44.1 / 19.9%
14/03 04:56:16 UTC	$WAGMI	5TsCxo15g387xGgZEn76mkco6CFZtMFBVdtoqGV2ENyD	$70,059	$0.0000700	Disabled	N/A	#0	0	2.2	$152,535 | 1868.00%	32.61	354	0.59 SOL	10.00%	50.64%	Raydium WAGMI/SOL $24,898	75.2 / 17.7%
14/03 05:26:29 UTC	PUPPY	A3oxjeMiPgLNwb7CjzMFGRJTXVehPRvf1sWE1ysff73m	$2,215,505	$0.000568	Disabled	100%🔥	Not Trending	0	0.2	$483,424 | 99.61%	30.83	1794	0.00 SOL	0.00%	33.68%	$110,804	332.8 / 2.5%
14/03 05:57:34 UTC	$FURIE	BHxoEiKCo9LexYpLpu6HJkKqijuTb94JGB9JkXW7EzqG	$25,258	$0.0000253	Disabled	100%🔥	Not Trending	0	3.2	$79,779	13.18	292	0.70 SOL	0.00%	58.09%	$7,161	21.9 / 13.9%
14/03 06:27:09 UTC	WIFU	Dv9u3Uir7kBwXETKo45pbARp4etpz9EVdKMviPXxuF2m	$92,088	$0.000921	Disabled	100%🔥	#0	0	2.2	$200,509 | 4442.00%	7.60	669	10.99 SOL	0.00%	29.73%	$12,891	38.5 / 7.0%
14/03 07:12:18 UTC	$DUTCH	6Dp5gdaQT9do1Tm4onNjeYGZmomijynfNVJzfU4HnExr	$269,326	$0.000269	Disabled	100%🔥	Not Trending	0	0.4	$107,684 | 18362.00%	5.26	409	11.64 SOL	0.00%	46.13%	$29,822	87.6 / 5.6%
14/03 07:07:27 UTC	$wift	C5YLt5G36awA7b14GEQHYNTXWsWeKokuzAv1p5H6cCvR	$97,103	$0.0000971	Disabled	100%🔥	Not Trending	0	2.0	$192,560	14.29	611	0.04 SOL	0.00%	40.37%	$21,335	63.9 / 10.9%
14/03 07:41:19 UTC	BONKA	Ai78vTQ8QaAve4MRAWTq37GsTYUdxHu2y1f26XP72F9c	$78,401	$0.00186	Disabled	100%🔥	#0	0	0.7	$55,089 | 1327.00%	5.67	421	7.03 SOL	0.00%	10.97%	$17,322	51.4 / 11.1%
14/03 08:04:40 UTC	dogwifbag	HpcUrMreKiqzUNNHeK5De2bTNH9ck87yNkcduWZw68Fx	$83,880	$0.0000839	Disabled	N/A	#0	0	0.8	$63,537 | 2794.00%	11.08	503	11.44 SOL	0.00%	34.76%	Raydium DBAG/SOL $20,146	59.6 / 12.0%
14/03 08:11:40 UTC	Red Bull	H5naZ6o25RsgqqCSz6S1vA3Tjt6yezzvpDpH3Q7wYc5q	$43,166	$0.00432	Disabled	N/A	#0	0	1.0	$44,267 | 3985.00%	2.83	243	0.74 SOL	4.00%	48.68%	$13,111	38.8 / 15.2%
14/03 09:01:13 UTC	CatInBox	J9613jtvmLk8h4ToyARF3nr4hBT7NCjaW88gx3gqec6M	$54,198	$0.0000222	Disabled	100%🔥	#0	0	2.5	$137,119 | 4286.00%	23.70	440	6.25 SOL	0.00%	52.54%	$13,831	40.8 / 12.8%
14/03 09:28:52 UTC	Roo	kSsP3jhoXgD8nXXWxqnNReiGeGYedohSxFvEWRAkhXL	$51,409	$0.0000514	Disabled	100%	#3	21.6	2.8	$145,636 | 2177.00%	14.36	504	20.01 SOL	0.00%	33.63%	$10,834	30.8 / 10.7%
14/03 11:31:54 UTC	$HEY	3KgfW4vA6gk5DpZCcQDRdy6FKFtXSZyyBuP2FQNgEAT7	$35,755	$0.000358	Disabled	100%🔥	#0	0	2.0	$70,420 | 2325.00%	16.77	427	3.98 SOL	4.00%	28.33%	$12,527	37.0 / 17.3%
14/03 12:58:53 UTC	$melon	6vGSn1Kr1R58vvQcMGQFYs1ZdiV9M7ZPZnavSTKbfegH	$111,029	$0.00111	Disabled	N/A	#0	0	0.3	$30,934 | 5910.00%	2.97	218	1.75 SOL	0.00%	56.79%	$24,861	71.9 / 11.2%
14/03 13:08:18 UTC	CNN	ECL7N2jxKjMmdwk1i85LnsNGr4ekVTDkWMiDbzenXqNy	$81,778	$0.0818	Disabled	N/A	#0	0	1.1	$85,991 | 1615.00%	9.81	523	4.04 SOL	3.00%	40.32%	Raydium CNN/SOL $21,696	62.9 / 13.3%
14/03 13:19:22 UTC	$POARTNUI	4f54traU7AjbW28BDoyDcdbJZzFvRMwfwHr1gkSXVGF8	$41,295	$0.000413	Disabled	N/A	#0	0	1.8	$75,616 | 2617.00%	20.63	311	2.48 SOL	2.04%	42.46%	$13,139	38.5 / 15.9%
14/03 13:46:04 UTC	SANDY	FLY8kDS5ggd5FNdEdDYgfea2RFmpryiWU5ajR1ZUPmoT	$169,937	$0.00170	Disabled	100%	#13	16.4	2.0	$348,067 | 3215.00%	22.67	662	1.00 SOL	0.00%	39.55%	$23,659	67.2 / 7.2%
14/03 14:34:15 UTC	SQUIRTLE	79Vrjym84NPy98X4LbW4A3NPHbVQwS8LCqQy9G2KXCQZ	$77,125	$0.0000771	Disabled	N/A	#0	0	1.3	$102,135	47.87	588	0.00 SOL	0.00%	32.09%	$14,309	42.7 / 9.3%
14/03 15:12:04 UTC	$KATFOOD	57GWR6yy9GesJ9rdvygJmkmhA6yxSMbR7PzfrGh9uGtK	$38,912	$0.0000389	Disabled	N/A	#0	0	1.5	$59,695 | 2487.00%	49.51	279	3.66 SOL	0.00%	53.30%	$10,408	30.7 / 13.4%
14/03 15:31:43 UTC	$dibats	CXSnY5JHZcGKWApubGkjm1fAYnuTHYoTy5diPiYHVbjM	$196,830	$0.000197	Disabled	100%🔥	#0	0	0.4	$75,404 | 10800.00%	2.00	271	0.90 SOL	10.00%	44.63%	$28,927	87.2 / 7.3%
14/03 15:36:42 UTC	$APPLE	Dp8Mktt3BqPPhYPV7woYMu5yUcDRUAQciK6VoSwGxrRk	$44,093	$0.000441	Disabled	100%🔥	#0	0	0.9	$39,142 | 1556.00%	86.47	274	2.63 SOL	0.00%	46.24%	$12,150	36.1 / 13.9%
14/03 15:41:04 UTC	GERBERT	CfUjyv1nWL7amfmfEv931urK53citF8agYYx7vRZgjh4	$177,939	$0.000178	Disabled	99%🔥	Not Trending	0	3.2	$574,536 | 252.00%	37.40	693	1.87 SOL	0.00%	44.06%	$40,965	123.2 / 11.5%
14/03 16:37:16 UTC	$WIT	J9xn4QPXPEak6QuQ934mCmDtpNGcfbuUe9QYnc9WEpJz	$154,816	$0.00155	Disabled	100%	#12	14	1.1	$170,367 | 5499.00%	29.26	638	1.97 SOL	0.91%	39.63%	$30,452	91.0 / 9.8%
14/03 17:34:29 UTC	$SPAM	5YxkWvStKTENYE3s9rEC1otX3sZULMxJmyH3y3EJ2ZUA	$157,850	$0.00158	Disabled	100%🔥	Not Trending	0	2.4	$376,688 | -64.96%	2.11	744	0.00 SOL	0.00%	33.06%	Raydium $SPAM/SOL LP: $33,134	99.3 / 10.5%
14/03 17:48:53 UTC	$Obummer	Ey31vFB6a45KmNiYjWfc66s98p2FCNZQry6MysGVpgmC	$785,239	$0.00793	Disabled	100%	#11	15.6	1.3	$1,037,213 | 115816.00%	6.43	834	0.03 SOL	4.98%	38.68%	$47,044	141.1 / 3.0%
14/03 18:44:03 UTC	Solgram	Hf5gAgohzfUyjytaF5aUSMDwsPAbdThQJNnqw97reGMw	$386,623	$0.00387	Disabled	100%🔥	Not Trending	0	0.7	$256,300 | 22998.00%	11.23	431	5.47 SOL	0.00%	44.07%	$32,787	99.2 / 4.2%
14/03 18:39:52 UTC	DogWifHat Twin	FGvCxCA8PUDykCbruckNV3qqzFgwukXbgy7NaUerGDxt	$339,555	$0.340	Disabled	100%🔥	Not Trending	0	2.3	$785,230 | 10086.00%	3.18	532	7.58 SOL	0.00%	41.03%	$37,917	118.0 / 5.6%
14/03 19:48:40 UTC	zumer	Hr5256KK2S3MXs8wNRdXk2J8baNKUhN4sU6QFtgcDaUG	$283,736	$0.000284	Disabled	N/A	#0	0	0.7	$200,576 | 22262.00%	1.84	447	9.41 SOL	0.00%	51.93%	$26,044	81.0 / 4.6%
14/03 20:20:06 UTC	Pumba	4HyDGP199nT8Xau59wPMA8rNU3quojPq8oz16aMryBTG	$64,090	$0.0000641	Disabled	100%🔥	Not Trending	0	2.8	$178,107 | 5977.00%	1.34	387	2.81 SOL	0.00%	36.43%	$16,380	49.8 / 12.7%
14/03 20:32:53 UTC	Dolan Duck	4YK1njyeCkBuXG6phNtidJWKCbBhB659iwGkUJx98P5Z	$5,180,341	$0.0518	Disabled	100%🔥	Not Trending	0	0.4	$2,195,299 | 143.00%	84.75	1862	0.00 SOL	0.00%	23.00%	$272,879	816.4 / 2.6%
14/03 20:33:52 UTC	HappyDad	CvYSfiUy4xEvNVFfLfndQkJqxKA7WJB39CqbcYMihUG6	$229,002	$0.000229	Disabled	100%🔥	Not Trending	0	3.3	$764,829 | 20352.00%	2.46	1056	1.29 SOL	0.00%	34.83%	$29,947	89.5 / 6.5%
14/03 20:38:17 UTC	$PIF	5ZH5Sq5gvAEsX6qBv6KVerymUV3ofPRfq9BP9uQkvZCX	$27,346	$0.0000273	Disabled	100%🔥	#0	0	3.8	$104,427 | 1864.00%	12.59	334	6.30 SOL	0.00%	38.33%	Raydium PIF/SOL $8,312	24.6 / 15.3%
14/03 20:58:32 UTC	$DOODOO	Bn2xtbMMUPQKBvSxw6EgHEhctnrUGtTFPUHF73kzZ2Vs	$32,548	$0.000000325	Disabled	100%🔥	Not Trending	0	6.8	$221,073 | 1587.00%	7.76	435	13.00 SOL	1.00%	28.04%	$10,497	31.2 / 16.1%
14/03 21:46:11 UTC	$Ollama	3PHN2WKT6HUUTXmTPBXTG5PX42muCA495EPhfnS5WjBH	$42,550	$0.000425	Disabled	100%🔥	Not Trending	0	1.7	$71,071 | 1665.00%	2.29	321	2.66 SOL	0.00%	42.55%	$12,067	35.4 / 14.3%
14/03 21:48:28 UTC	DARWINAI	8ZkQBhz95F5PtdrxwyMXpeFs1uy1zs6QM2tHAwGWeeVZ	$54,166	$0.0542	Disabled	100%🔥	#0	0	5.3	$287,226 | 2176.00%	109.59	446	0.00 SOL	0.00%	38.83%	$14,896	45.6 / 13.3%
08/03 21:16:54 UTC	Kitsune	AUgdt7wjBifF9vZpde7BjU6HLroCYh4SUHYc7yhheECW	$2,885,341	$0.00288	Disabled	100%	#5	22.8	0.2	$513,020 | 208.00%	10.83	1196	1.22 SOL	0.13%	34.55%	Raydium KIT/SOL $163,120	473.7 / 2.8%
14/03 22:50:40 UTC	Pepe HedgeFrog	7JM1Z4arwngmzFJAry3qj7uJumZTunBeLZe7xyPd7GKS	$24,191	$0.0000242	Disabled	N/A	#0	0	7.2	$173,877	8.63	323	3.51 SOL	5.00%	47.02%	$12,845	35.4 / 27.8%
14/03 22:58:57 UTC	gneP	AQUZnndNMZp6bmvjTHUDVfrw7pWz5S3gxEH5h32Cyocx	$84,560	$0.0000846	Disabled	N/A	#0	0	5.7	$483,777 | 2216.00%	11.97	496	4.07 SOL	0.00%	43.59%	Raydium GNEP/SOL $20,467	59.5 / 12.1%
14/03 23:02:40 UTC	LICKGOAT	AKKasEPSAXaf9BRwyJTuU2TczYq6yUwj2FAk7U5b8cPZ	$1,130,462	$0.00113	Disabled	100%🔥	#0	0	1.1	$1,276,989 | -3.80%	7.55	4697	1.59 SOL	4.00%	28.81%	$114,585	331.9 / 5.1%
14/03 23:05:18 UTC	$obema	BMQZzVJa1X5cBYc8fCRVbWuFC4czA1s5GE3HekWfuhjz	$288,582	$0.000289	Disabled	100%🔥	Not Trending	0	1.0	$292,717 | 6557.00%	9.86	618	1.23 SOL	0.00%	24.68%	$45,381	131.9 / 7.8%
15/03 01:00:51 UTC	NOUNS	BFGmFnqsWjFPbeFoGeviZM6z2G9EaKGmuXbHdmv5KCAW	$152,664	$0.00153	Disabled	N/A	#0	0	0.7	$100,239 | 6256.00%	5.62	238	5.56 SOL	0.00%	53.12%	Raydium NOUNS/SOL $26,732	74.1 / 8.8%
15/03 01:33:53 UTC	$najeeb	DhaogUsFpCtK6G1gH44rQg9EuurPdNLhQ9L7k7YsPJCP	$100,542	$0.000101	Disabled	100%🔥	Not Trending	0	1.3	$125,813 | 2749.00%	15.43	339	2.49 SOL	0.00%	38.88%	$22,288	60.8 / 11.1%
15/03 02:53:52 UTC	Catwifbox	DPdhgybS1kLEako9hkA95KGiaJZ6nafzsJC3QDUszPCw	$36,542	$0.0000365	Disabled	100%🔥	#0	0	2.1	$77,133 | 1462.00%	12.61	303	3.83 SOL	5.00%	54.07%	$14,675	41.3 / 20.1%
15/03 07:04:28 UTC	$BIF	3NPjoCX6nVou1e6bZMstM5A7KEaAD7xG6bZ4XNe5Gs6n	$122,555	$0.00122	Disabled	100%🔥	#0	0	1.5	$183,412 | 5073.00%	7.18	365	4.18 SOL	1.16%	56.56%	Raydium BIF/SOL $21,510	59.8 / 8.8%
15/03 08:11:16 UTC	CHUCHU	4Dgrbvn3aKiv4seiKw965kszACMXHtYfJPYirZazYCno	$108,954	$0.00109	Disabled	N/A	Not Trending	0	3.2	$343,754 | 5303.00%	4.81	724	8.22 SOL	0.00%	39.43%	Raydium CHUCHU/SOL $14,350	41.8 / 6.4%
15/03 08:24:40 UTC	Ye	DJLZ8d2YTXbE9HFz9msz29TLeAyyh73uYmy8YBbV8Dkv	$1,347,802	$1.340	Disabled	100%🔥	Not Trending	0	0.8	$1,146,291 | 52817.00%	16.77	509	0.98 SOL	0.00%	59.49%	Raydium YE/SOL $84,337	241.6 / 3.1%
15/03 08:44:53 UTC	dogwifmagahat	4HqgNkg8V532ZRkQcRnNoTL2NK8o62Hyho4oU5Lf2kuc	$32,650	$0.00000653	Disabled	N/A	#0	0	2.5	$79,907 | 2081.00%	10.11	277	2.95 SOL	5.00%	44.81%	$13,222	38.9 / 20.1%
15/03 09:09:04 UTC	POPDOG	3G5iPskQWwkM76DjQ8zGreN1MMMBFmBWxTeNmw88jhAi	$109,929	$0.00110	Disabled	100%🔥	#0	0	1.2	$127,191 | 3301.00%	2.60	352	10.28 SOL	3.00%	50.74%	$19,319	58.4 / 8.8%
15/03 09:33:52 UTC	BENG	2BKiPi4sxd5bq7FZ93Y8hh7pndpU1d7tF49P3vvQg7qu	$90,936	$0.0000909	Disabled	100%🔥	#0	0	3.3	$295,905 | 3548.00%	19.82	720	15.82 SOL	0.00%	33.80%	$21,566	62.7 / 12.1%
15/03 10:40:05 UTC	CHATNI	6CnDgbCpgeVhHWujctEwSLpVcGTZvGzR6eWh2VvB2nNo	$2,172,425	$0.0217	Disabled	100%🔥	Not Trending	0	0.1	$198,375 | 33.36%	4.40	2204	0.96 SOL	0.00%	32.70%	$143,462	419.4 / 3.3%
15/03 11:12:30 UTC	RODIT	Av6wHxHMVJbgGXo5Y6ZxCdGQ9zHSWvEW93eavtWow2YV	$67,105	$0.0000671	Disabled	100%🔥	#0	0	1.8	$121,946 | 4592.00%	20.05	536	0.00 SOL	0.00%	27.17%	$13,046	38.9 / 9.7%
15/03 12:31:04 UTC	$CINDERELLA	FrDVYKmEWuFpR3ubGjoeDHesSBJDSbrizTkvXjKs2eyk	$42,069	$0.0000421	Disabled	100%🔥	#0	0	1.7	$69,832 | 1189.00%	5.81	209	0.18 SOL	8.88%	44.60%	$14,570	43.2 / 17.1%
15/03 12:49:45 UTC	Deng	6ntiNij7cM1Hy63z2tTKuF1uG4LPQLvui22n2SJzm4F2	$68,308	$0.00683	Disabled	N/A	#0	0	2.0	$138,504	7.99	523	13.95 SOL	0.00%	33.19%	$12,730	37.4 / 9.3%
15/03 13:16:39 UTC	BWIF	AXxzJuMxJMZd7GvGC35Z1vXjhpRPZcthNGNMWLZbZaWZ	$157,992	$0.158	Disabled	N/A	Not Trending	0	1.8	$282,383 | 8839.00%	61.62	707	8.57 SOL	0.00%	25.94%	$23,533	66.5 / 7.5%
15/03 15:04:04 UTC	NALA	HUc9qmrDKg1QE8pgNsU8sARM55ZuitK5yoWHxqbUvTd8	$957,384	$0.000957	Disabled	100%	#2	24	0.1	$143,584 | 15240.00%	7.68	629	4.84 SOL	0.00%	13.28%	$67,832	183.4 / 3.6%
15/03 15:17:52 UTC	PANG	7f4jQgW9vjSuC26z7kGoMcNLtxYG4VrmknVhpqNA7SAW	$45,161	$0.000655	Disabled	N/A	#0	0	1.1	$48,443	11.93	236	10.13 SOL	0.00%	49.75%	$13,009	36.0 / 14.3%
15/03 16:57:52 UTC	XI	34K4oGAAkdSSxHn6proD4jGMpzvN2RVCkhiixboybwmb	$208,552	$0.000149	Disabled	N/A	#0	0	0.7	$154,533 | 4902.00%	57.16	494	1.65 SOL	9.00%	46.50%	$52,749	145.4 / 12.6%
15/03 17:03:57 UTC	Penga	Djqkr5p9MmdzvxF4xni9ozX9UvDdvuDUmFev8XnHHfXB	$300,874	$0.000301	Disabled	100%🔥	#0	0	0.4	$133,147 | 12787.00%	27.36	391	0.66 SOL	5.00%	55.12%	Raydium PENGA/SOL $43,660	120.4 / 7.3%
15/03 17:23:16 UTC	WANG	AHt1SgGK6Rpb8BDkniG6GK3qEZA4xoC4Xy64bK7fPscK	$4,793,158	$0.00479	Disabled	100%	#16	24	0.6	$2,995,102 | 81498.00%	2.64	2907	0.99 SOL	5.00%	41.48%	$158,008	429.5 / 1.7%
15/03 18:52:05 UTC	POGAI	2miHpQbYLPvXxC2V234jrrrtnJdejd5xW883a5ToNW3g	$21,530,130	$0.000106	Disabled	100%🔥	Not Trending	0	3.8	$80,960,551 | 531.00%	277.45	15557	0.48 SOL	0.00%	14.70%	$9,157,219	24434.0 / 21.3%
15/03 17:50:04 UTC	$amezun	EbRzZKeytynRaFBFg8nmZsKv1CT865a913RNWiJcm6iY	$93,940	$0.0000940	Disabled	100%🔥	#0	0	6.7	$627,017 | 8514.00%	10.65	952	3.32 SOL	0.00%	26.05%	$21,066	55.9 / 11.3%
15/03 19:40:28 UTC	TALK	CgcFiXPxdBS5K6caAuyDPxuaFXixBWxY5e7FNJqmXb8d	$180,316	$0.00180	Disabled	100%🔥	#0	0	1.4	$244,096 | -8.93%	0.50	364	190.70 SOL	0.00%	17.74%	$26,311	72.6 / 7.1%
15/03 19:55:03 UTC	PONG	5CqF1C7tmP8oxWDbK7YuR41joxYrXE1MMyrqGv7ZGFRS	$128,640	$0.000306	Disabled	100%🔥	Not Trending	0	0.6	$75,587 | 1982.00%	8.31	378	4.31 SOL	0.00%	10.39%	$23,262	63.0 / 9.1%
15/03 20:20:16 UTC	PONY	E1z2EaxC6u5UQs7VM6zd2VAzMLAsDo8NkcwFkSGuqeSy	$663,938	$0.000664	Disabled	100%🔥	#0	0	0.8	$532,113 | 20434.00%	11.23	623	1.24 SOL	10.00%	38.03%	$82,327	228.0 / 6.2%
15/03 20:33:28 UTC	HECKER	G38Mk27rrcs43WU1B1NmrmSrYu1Z66X5axjmWw9DAp4p	$332,283	$0.000332	Disabled	100%🔥	#0	0	2.8	$933,338 | 7225.00%	5.52	984	1.39 SOL	10.00%	40.37%	$46,455	129.8 / 7.0%
15/03 20:36:04 UTC	Dollar is Programmed	43tfi8w5hhyJeYNNxbLRhsN5tToW5wg11Afc84pStTfz	$4,214,174	$0.0421	Disabled	N/A	Not Trending	0	0.3	$1,429,103 | 196431.00%	16.07	1180	1.32 SOL	0.00%	19.74%	Raydium DIP/SOL $187,687	526.9 / 2.2%
15/03 20:39:28 UTC	SAUDI	Avp2VDgnQqxsnrjtq3ynNhKCfWGEGj1PmGLY5ZmgonjH	$132,118	$0.00132	Disabled	N/A	#0	0	1.3	$170,450	5.20	372	35.78 SOL	0.72%	41.98%	$28,856	80.9 / 10.9%
15/03 20:46:52 UTC	APELE	EyaR8hU5o6UH33yqhCnSmbDXctWhAWihW33B2MoxqAuT	$344,717	$0.00496	Disabled	N/A	Not Trending	0	1.3	$446,199 | 14110.00%	17.39	876	1.99 SOL	0.00%	21.94%	$43,039	121.6 / 6.2%
15/03 21:24:04 UTC	BOMU	3z6VMRZ4crRW3XJALt9knNsnShsW9s6cWGHSdxJXsLSS	$76,137	$0.634	Disabled	100%🔥	#0	0	3.1	$236,377 | 1463.00%	7.10	473	0.03 SOL	3.08%	50.95%	$23,916	67.0 / 15.7%
15/03 21:50:28 UTC	Spec Sex	GAaQC2RqDLud3tkWPRB9XPupb1npKdsGXSmyBviCw5Pf	$144,072	$0.000209	Disabled	N/A	Not Trending	0	0.4	$54,174	12.12	346	2.73 SOL	0.00%	21.97%	$24,964	68.3 / 8.9%
15/03 22:45:21 UTC	UPLE	ALVYpkgx4M5T2HDHoABxm26oRFGEgnyyXZzyK9gLi4dH	$114,946	$0.000129	Disabled	100%🔥	Not Trending	0	1.1	$124,694 | 10662.00%	5.22	376	9.29 SOL	0.00%	35.11%	$21,836	60.2 / 9.5%
15/03 23:01:41 UTC	$Beanie	Ae8FsfTpvsgsNbwetAYWKXgkG2pAVTi78JTc2eSFb7i8	$2,781,046	$0.00278	Disabled	N/A	#0	0	0.6	$1,573,906 | 109060.00%	19.89	1140	0.47 SOL	5.38%	36.76%	Raydium Beanie/SOL $142,069	384.1 / 2.6%
15/03 23:08:40 UTC	Feng	A3zL3TckFp7HHtMx8SKhhdC48jpyamMcpA93qY2pgcBP	$66,146	$0.000661	Disabled	100%🔥	#0	0	1.6	$105,458 | 2727.00%	5.86	332	1.01 SOL	3.00%	45.37%	$15,726	43.3 / 11.8%
16/03 00:24:30 UTC	OPTYMUZ	C7sJBRYPUCkXvbBFjeRimtFXCVwvKzxXFZqxcPHgAcC8	$162,396	$0.000162	Disabled	100%🔥	#0	0	1.8	$283,401 | 3875.00%	21.90	540	9.26 SOL	5.00%	26.86%	$34,646	94.8 / 10.6%
16/03 01:41:52 UTC	Smoking Giraffe	9EL3CHVQS3nwUFhyVT7AGbttRsbJ5UE8Qjnw5ZAtkUhr	$26,681	$0.0000534	Disabled	100%🔥	#0	0	2.1	$55,601 | -63.35%	21.37	300	0.13 SOL	4.78%	51.66%	$12,894	35.3 / 24.1%
16/03 01:54:42 UTC	Peng Ting	2BG2JPW7t8DoemnbXFUXXtN3nKmXgZHzP4sG6hD7B3mv	$31,269	$0.0000313	Disabled	100%🔥	Not Trending	0	1.5	$47,825 | 2379.00%	5.04	236	0.52 SOL	0.00%	56.80%	$7,557	20.6 / 11.9%
16/03 00:24:16 UTC	CENG	GnU1BQe7qzW3xJXfpJ4wreWDuu7MwnoQHC4Agk7XX43Q	$288,920	$0.000289	Disabled	100%	#6	21.6	2.3	$665,545 | 8697.00%	10.81	972	1.36 SOL	0.50%	43.52%	$33,894	91.5 / 5.9%
16/03 02:46:28 UTC	$FTX9000	ChKjgX18y3xttutqvbzD2Q2X5YGQhKewnJJanaZzhDhq	$115,791	$0.0129	Disabled	100%🔥	Not Trending	0	1.0	$119,505	9.21	335	2.44 SOL	0.00%	46.80%	$29,796	80.8 / 12.8%
16/03 03:32:54 UTC	PUCK	5kNSXqtkNEz33vd8WkgVZ1uBFqGXKCjpPjG6fxYtiG92	$48,677	$0.000487	Disabled	100%🔥	#0	0	2.9	$140,399 | 1069.00%	6.62	304	2.74 SOL	0.00%	38.01%	$22,466	59.9 / 23.0%
16/03 05:36:07 UTC	$vooder	Hk1zHJtb1CvPSF7rFxK6zhoo6XusAqRxzVQuKjqjDNGC	$45,955	$0.0000459	Disabled	100%🔥	#0	0	1.2	$56,204 | 2828.00%	16.02	223	0.55 SOL	4.00%	42.22%	$16,563	43.6 / 18.0%
16/03 03:49:40 UTC	PEPUS	2YQG92LMxdVXH3JefE7YBgWZNjbu1bTPk3rKNiDEUyG2	$346,057	$0.000346	Disabled	100%	#3	30.8	0.6	$189,234 | 13480.00%	32.48	339	0.08 SOL	0.00%	51.60%	Raydium PEPUS/SOL $47,030	122.7 / 6.8%
16/03 06:16:32 UTC	BOMA	947vr15dkSbHd6StBraR6wK7tddkvJUfeZCxtPHJW5kF	$108,024	$1.0800	Disabled	N/A	Not Trending	0	1.8	$195,422 | 7766.00%	70.16	547	9.73 SOL	0.00%	31.98%	$15,993	41.8 / 7.4%
16/03 06:33:28 UTC	SHKRELI	2BR8mKLXN9YnJxZrq77hD27wCXpebHfpT4cpn2U4SuzF	$39,637	$0.0000396	Disabled	100%🔥	Not Trending	0	1.8	$72,333	36.51	303	3.10 SOL	0.00%	44.50%	$14,563	38.2 / 18.4%
16/03 07:03:38 UTC	BOOK OF DOGE	AQyNjFh1mdPZNpCJdrRdvm9Z6kkarWJM1L6UF33FrAeK	$133,017	$0.00133	Disabled	100%🔥	Not Trending	0	1.8	$238,097 | 4156.00%	17.86	738	35.99 SOL	0.00%	30.96%	Raydium BODO/SOL $16,431	43.1 / 6.2%
16/03 04:45:16 UTC	SAFEMOON	8QCdHbCchQJVtUctss7E115oFWBJggRz1L5LfQcvCeyn	$1,195,132	$0.00120	Disabled	100%🔥	#0	0	1.4	$1,614,337 | 50091.00%	1.47	1356	6.67 SOL	0.00%	34.55%	$90,586	235.9 / 3.8%
