Token	Adress	ATH	Market_Cap	ATH_was	Alert_posted
$PIP	EEfuxw7vmtoqG3EWzJAo6Txb5z1ci5wvMw2wrHwdQSq1	12.1x	$4,307,978	a few seconds ago	20 hours ago
$SIUUU	BQ74oddoJCJKz9W4QaDzLFh1JvLbmXRCvdaC65P7anex	7.1x	$383,485	a few seconds ago	6 hours ago
$SIUUU	BQ74oddoJCJKz9W4QaDzLFh1JvLbmXRCvdaC65P7anex	9.0x	$487,118	a few seconds ago	6 hours ago
$SIUUU	BQ74oddoJCJKz9W4QaDzLFh1JvLbmXRCvdaC65P7anex	9.00x	$487,118	a few seconds ago	6 hours ago
$CURIE	4upYkQccCK5GshNg8r48q99M7oVGTFAwUUGA6v1US6vQ	2.1x	$81,166	a few seconds ago	33 minutes ago
massi	458DMCzXR72v3otD7QAqwLcSXnHL2TPovwS6uiHyCAM2	2.1x	$218,104	a few seconds ago	44 minutes ago
wfi	AWBUKfFenj187yHYBEbqm3JX2mfmJLAwkuPX7CCDMmrg	2.2x	$185,833	a few seconds ago	an hour ago
BOTRIN	8iKgDgdq2VmdQkn7DT5HpXWFgYnQ4s3J4ttpdeajLAWY	2.3x	$124,531	a few seconds ago	4 minutes ago
BOTRIN	8iKgDgdq2VmdQkn7DT5HpXWFgYnQ4s3J4ttpdeajLAWY	3.63x	$199,020	a few seconds ago	9 minutes ago
BOTRIN	8iKgDgdq2VmdQkn7DT5HpXWFgYnQ4s3J4ttpdeajLAWY	5.31x	$290,903	a few seconds ago	14 minutes ago
$wfi	AWBUKfFenj187yHYBEbqm3JX2mfmJLAwkuPX7CCDMmrg	3.3x	$275,464	a few seconds ago	an hour ago
wambe	2cti3JnY9Vo6YuyCC1TWBCxThvyXW9hWxCUNSsBiW6ac	6.3x	$502,234	a few seconds ago	2 days ago
BOTRIN	8iKgDgdq2VmdQkn7DT5HpXWFgYnQ4s3J4ttpdeajLAWY	9.00x	$493,002	a few seconds ago	an hour ago
$SOLAMA	AVLhahDcDQ4m4vHM4ug63oh7xc8Jtk49Dm5hoe9Sazqr	5.1x	$11,113,051	a few seconds ago	4 days ago
avator	FocFUUyEHnEB3JtuMKkR4msmJjjTT6jULnrdiaHxTm2k	2.1x	$65,486	a few seconds ago	a minute ago
TOYLOR	23H5W8Mqumy1FGSUB2FjY81hYUuCibX7trZv8cqsvUhw	2.6x	$60,886	a few seconds ago	7 minutes ago
$JEBS	78Kn6hNs9D1xTRhLTiy8yrrfMKneK3AmN8VQvUbr22Vn	5.6	$100,905	N/A	7 minutes ago
$JEBS	78Kn6hNs9D1xTRhLTiy8yrrfMKneK3AmN8VQvUbr22Vn	2.0x	$101,754	a few seconds ago	7 minutes ago
$GPUINU	6AjB9gafah5aBBsogmxmLyeQkrRDejKzxETxJzRRKF1H	7.21x	$4,380,296	a few seconds ago	5 days ago
$GPUINU	6AjB9gafah5aBBsogmxmLyeQkrRDejKzxETxJzRRKF1H	8.2x	$4,963,812	a few seconds ago	5 days ago
$BUNCH	4D9mo5TJZBpG1tVVFbbA9ytBWrTBNJkgdCVRjSjT3pNt	2.1x	$80,413	a few seconds ago	9 minutes ago
$BUSH	95BEHiqHA7D2tmkLmyHmeQBVCr4UJctmD8iJ9LfT4oH8	2.02x	$103,920	a few seconds ago	4 minutes ago
$BUSH	95BEHiqHA7D2tmkLmyHmeQBVCr4UJctmD8iJ9LfT4oH8	3.3x	$171,124	a few seconds ago	14 minutes ago
$BUSH	95BEHiqHA7D2tmkLmyHmeQBVCr4UJctmD8iJ9LfT4oH8	4.3x	$220,232	a few seconds ago	16 minutes ago
$BUSH	95BEHiqHA7D2tmkLmyHmeQBVCr4UJctmD8iJ9LfT4oH8	5.3x	$274,347	a few seconds ago	20 minutes ago
$BUSH	95BEHiqHA7D2tmkLmyHmeQBVCr4UJctmD8iJ9LfT4oH8	7.7x	$396,036	a few seconds ago	23 minutes ago
$BUSH	95BEHiqHA7D2tmkLmyHmeQBVCr4UJctmD8iJ9LfT4oH8	9.6x	$493,405	a few seconds ago	24 minutes ago
$BUSH	95BEHiqHA7D2tmkLmyHmeQBVCr4UJctmD8iJ9LfT4oH8	13.1x	$675,014	a few seconds ago	26 minutes ago
$MEROO	ED8vN4UK7qgJYAcKFDtaLgQbxXkxK9va1dCtMsQvi45c	2.1x	$486,541	a few seconds ago	an hour ago
$BUSH	95BEHiqHA7D2tmkLmyHmeQBVCr4UJctmD8iJ9LfT4oH8	14.1x	$723,643	a few seconds ago	30 minutes ago
$BUSH	95BEHiqHA7D2tmkLmyHmeQBVCr4UJctmD8iJ9LfT4oH8	17.5x	$898,964	a few seconds ago	33 minutes ago
$BUNCH	4D9mo5TJZBpG1tVVFbbA9ytBWrTBNJkgdCVRjSjT3pNt	3.71x	$144,570	a few seconds ago	an hour ago
$BUSH	95BEHiqHA7D2tmkLmyHmeQBVCr4UJctmD8iJ9LfT4oH8	8.1	$541,244	N/A	an hour ago
$BUSH	95BEHiqHA7D2tmkLmyHmeQBVCr4UJctmD8iJ9LfT4oH8	8.1	$541,244	an hour ago	an hour ago
$BUSH	95BEHiqHA7D2tmkLmyHmeQBVCr4UJctmD8iJ9LfT4oH8	21.5x	$1,104,102	a few seconds ago	an hour ago
$BUSH	95BEHiqHA7D2tmkLmyHmeQBVCr4UJctmD8iJ9LfT4oH8	22.7x	$1,169,037	a few seconds ago	an hour ago
$bnok	33Cwp3vesmcCo2SCufYDZGHUP21HEXvmRFJnTRHrdJPm	2.43x	$121,477	a few seconds ago	15 minutes ago
$bnok	33Cwp3vesmcCo2SCufYDZGHUP21HEXvmRFJnTRHrdJPm	3.5x	$176,527	a few seconds ago	18 minutes ago
$bnok	33Cwp3vesmcCo2SCufYDZGHUP21HEXvmRFJnTRHrdJPm	4.01x	$200,667	a few seconds ago	23 minutes ago
$bnok	33Cwp3vesmcCo2SCufYDZGHUP21HEXvmRFJnTRHrdJPm	5.1x	$257,392	a few seconds ago	24 minutes ago
BABYWIF	9ceEjz32cv8jBcqsppgjrryiE2tor7PCm7j9mYk8gzTk	2.3x	$725,853	a few seconds ago	2 hours ago
BABYWIF	9ceEjz32cv8jBcqsppgjrryiE2tor7PCm7j9mYk8gzTk	4.7x	$1,509,106	a few seconds ago	2 hours ago
TOYLOR	23H5W8Mqumy1FGSUB2FjY81hYUuCibX7trZv8cqsvUhw	3.5x	$79,764	a few seconds ago	4 hours ago
BABYWIF	9ceEjz32cv8jBcqsppgjrryiE2tor7PCm7j9mYk8gzTk	5.20x	$1,663,397	a few seconds ago	2 hours ago
TOYLOR	23H5W8Mqumy1FGSUB2FjY81hYUuCibX7trZv8cqsvUhw	4.1x	$95,327	a few seconds ago	4 hours ago
BABYWIF	9ceEjz32cv8jBcqsppgjrryiE2tor7PCm7j9mYk8gzTk	6.7x	$2,157,733	a few seconds ago	2 hours ago
BABYWIF	9ceEjz32cv8jBcqsppgjrryiE2tor7PCm7j9mYk8gzTk	7.7x	$2,448,777	a few seconds ago	2 hours ago
TOYLOR	23H5W8Mqumy1FGSUB2FjY81hYUuCibX7trZv8cqsvUhw	5.01x	$115,444	a few seconds ago	4 hours ago
$SKEM	GtUpKyBPHj9uRFhoaWHig8qAVVqDssGB63ZUaxSdopnY	2.6x	$61,787	a few seconds ago	4 minutes ago
$SKEM	GtUpKyBPHj9uRFhoaWHig8qAVVqDssGB63ZUaxSdopnY	3.1x	$73,613	a few seconds ago	5 minutes ago
SKEM	GtUpKyBPHj9uRFhoaWHig8qAVVqDssGB63ZUaxSdopnY	4.1x	$95,761	a few seconds ago	9 minutes ago
$SKEM	GtUpKyBPHj9uRFhoaWHig8qAVVqDssGB63ZUaxSdopnY	6.8x	$159,789	a few seconds ago	13 minutes ago
SKEM	GtUpKyBPHj9uRFhoaWHig8qAVVqDssGB63ZUaxSdopnY	9.4x	$220,793	a few seconds ago	15 minutes ago
SKEM	GtUpKyBPHj9uRFhoaWHig8qAVVqDssGB63ZUaxSdopnY	10.5x	$248,392	a few seconds ago	19 minutes ago
TOYLOR	23H5W8Mqumy1FGSUB2FjY81hYUuCibX7trZv8cqsvUhw	7.4x	$171,615	a few seconds ago	5 hours ago
TOYLOR	23H5W8Mqumy1FGSUB2FjY81hYUuCibX7trZv8cqsvUhw	8.4x	$192,982	a few seconds ago	5 hours ago
$SOLAMA	AVLhahDcDQ4m4vHM4ug63oh7xc8Jtk49Dm5hoe9Sazqr	6.9x	$15,161,836	a few seconds ago	4 days ago
BABYWIF	9ceEjz32cv8jBcqsppgjrryiE2tor7PCm7j9mYk8gzTk	8.59x	$2,747,244	a few seconds ago	3 hours ago
BABYWIF	9ceEjz32cv8jBcqsppgjrryiE2tor7PCm7j9mYk8gzTk	9.30x	$2,975,862	a few seconds ago	3 hours ago
BABYWIF	9ceEjz32cv8jBcqsppgjrryiE2tor7PCm7j9mYk8gzTk	10.8x	$3,446,192	a few seconds ago	4 hours ago
BABYWIF	9ceEjz32cv8jBcqsppgjrryiE2tor7PCm7j9mYk8gzTk	12.04x	$3,850,954	a few seconds ago	4 hours ago
$BUNK	2MucDP3hpJAZEpcyj8bYrkviuckSx8fiQmKLa5tpD5sy	2.11x	$502,978	a few seconds ago	3 hours ago
BABYWIF	9ceEjz32cv8jBcqsppgjrryiE2tor7PCm7j9mYk8gzTk	13.5x	$4,325,289	a few seconds ago	4 hours ago
$SOLAMA	AVLhahDcDQ4m4vHM4ug63oh7xc8Jtk49Dm5hoe9Sazqr	7.6x	$16,548,098	a few seconds ago	4 days ago
$doginme	7QdKNSv1tgzoewzZ5vjH4frD5AEfUpvhfBX1mT8B9QZd	2.2x	$111,736	a few seconds ago	10 minutes ago
$doginme	7QdKNSv1tgzoewzZ5vjH4frD5AEfUpvhfBX1mT8B9QZd	3.9x	$198,893	a few seconds ago	15 minutes ago
$doginme	7QdKNSv1tgzoewzZ5vjH4frD5AEfUpvhfBX1mT8B9QZd	4.50x	$232,584	a few seconds ago	17 minutes ago
$doginme	7QdKNSv1tgzoewzZ5vjH4frD5AEfUpvhfBX1mT8B9QZd	5.6x	$289,668	a few seconds ago	22 minutes ago
$doginme	7QdKNSv1tgzoewzZ5vjH4frD5AEfUpvhfBX1mT8B9QZd	6.8x	$348,995	a few seconds ago	34 minutes ago
$doginme	7QdKNSv1tgzoewzZ5vjH4frD5AEfUpvhfBX1mT8B9QZd	7.5x	$386,573	a few seconds ago	38 minutes ago
$doginme	7QdKNSv1tgzoewzZ5vjH4frD5AEfUpvhfBX1mT8B9QZd	8.01x	$413,614	a few seconds ago	an hour ago
$doginme	7QdKNSv1tgzoewzZ5vjH4frD5AEfUpvhfBX1mT8B9QZd	9.80x	$506,002	a few seconds ago	2 hours ago
BABYWIF	9ceEjz32cv8jBcqsppgjrryiE2tor7PCm7j9mYk8gzTk	14.4x	$4,609,203	a few seconds ago	6 hours ago
$doginme	7QdKNSv1tgzoewzZ5vjH4frD5AEfUpvhfBX1mT8B9QZd	10.1x	$523,329	a few seconds ago	2 hours ago
$PENG	A3eME5CetyZPBoWbRUwY3tSe25S6tb18ba9ZPbWk9eFJ	2.1x	$5,676,934	a few seconds ago	3 hours ago
BABYWIF	9ceEjz32cv8jBcqsppgjrryiE2tor7PCm7j9mYk8gzTk	18.4x	$5,902,556	a few seconds ago	7 hours ago
$YEEZUS	HXi3NRTuSU5fFUdiCvprXUAfG4VtP7SDN8aNYc3V1L2A	2.7x	$117,577	a few seconds ago	5 minutes ago
$PENG	A3eME5CetyZPBoWbRUwY3tSe25S6tb18ba9ZPbWk9eFJ	3.40x	$9,364,279	a few seconds ago	4 hours ago
$YEEZUS	HXi3NRTuSU5fFUdiCvprXUAfG4VtP7SDN8aNYc3V1L2A	3.0x	$132,041	a few seconds ago	19 minutes ago
$SOLAMA	AVLhahDcDQ4m4vHM4ug63oh7xc8Jtk49Dm5hoe9Sazqr	8.9x	$19,358,831	a few seconds ago	4 days ago
$YEEZUS	HXi3NRTuSU5fFUdiCvprXUAfG4VtP7SDN8aNYc3V1L2A	4.6x	$202,003	a few seconds ago	28 minutes ago
$PENG	A3eME5CetyZPBoWbRUwY3tSe25S6tb18ba9ZPbWk9eFJ	4.3x	$11,964,800	a few seconds ago	5 hours ago
$DROKE	3M5cs1mm4Gu3SujxPN8uMN5rSjfcDEfTCpCBHttfqy63	6.1	$533,655	N/A	5 minutes ago
$DOE	AgGPQXHAxn3ALxkLA2VD9CVLdsfe16zdjgoUwsWLZnb2	2.4x	$142,704	a few seconds ago	6 minutes ago
$DOE	AgGPQXHAxn3ALxkLA2VD9CVLdsfe16zdjgoUwsWLZnb2	3.1x	$185,421	a few seconds ago	9 minutes ago
DOLANS	BqhTUtbaymxFzpHjsVGiDGQCxzrR1r6sTZqmfcx3ooKa	2.03x	$86,250	a few seconds ago	9 minutes ago
DOLANS	BqhTUtbaymxFzpHjsVGiDGQCxzrR1r6sTZqmfcx3ooKa	3.5x	$150,524	a few seconds ago	30 minutes ago
$PENG	A3eME5CetyZPBoWbRUwY3tSe25S6tb18ba9ZPbWk9eFJ	5.0x	$13,787,046	a few seconds ago	8 hours ago
$GPUINU	6AjB9gafah5aBBsogmxmLyeQkrRDejKzxETxJzRRKF1H	9.40x	$5,713,277	a few seconds ago	6 days ago
DOLANS	BqhTUtbaymxFzpHjsVGiDGQCxzrR1r6sTZqmfcx3ooKa	11.7	$42,543	an hour ago	an hour ago
$PANG	CqPMxGZKafUwio8LXCcJ5afW3nXozo67S8wKw1R9NKp5	2.20x	$58,162	a few seconds ago	3 minutes ago
$PANG	CqPMxGZKafUwio8LXCcJ5afW3nXozo67S8wKw1R9NKp5	3.1x	$82,353	a few seconds ago	5 minutes ago
$PANG	CqPMxGZKafUwio8LXCcJ5afW3nXozo67S8wKw1R9NKp5	4.1x	$108,186	a few seconds ago	12 minutes ago
$PENG	A3eME5CetyZPBoWbRUwY3tSe25S6tb18ba9ZPbWk9eFJ	6.1x	$16,917,306	a few seconds ago	9 hours ago
$PANG	CqPMxGZKafUwio8LXCcJ5afW3nXozo67S8wKw1R9NKp5	5.3x	$140,974	a few seconds ago	31 minutes ago
$PANG	CqPMxGZKafUwio8LXCcJ5afW3nXozo67S8wKw1R9NKp5	6.3x	$165,451	a few seconds ago	36 minutes ago
$PANG	CqPMxGZKafUwio8LXCcJ5afW3nXozo67S8wKw1R9NKp5	7.60x	$200,897	a few seconds ago	37 minutes ago
$PANG	CqPMxGZKafUwio8LXCcJ5afW3nXozo67S8wKw1R9NKp5	12.8x	$338,371	a few seconds ago	39 minutes ago
$rej	C2KMfarxjckwbp2uc3v3YzcGnSSPnGdrNF8f2aNFdXhh	2.1x	$50,328	a few seconds ago	3 minutes ago
$rej	C2KMfarxjckwbp2uc3v3YzcGnSSPnGdrNF8f2aNFdXhh	3.01x	$73,493	a few seconds ago	13 minutes ago
$EMERICA	AUPThdcqmn8mNTVmkT9aNDkXzUoNTKTux3pVZ17KsSfr	2.2x	$75,969	a few seconds ago	24 minutes ago
BABYWIF	9ceEjz32cv8jBcqsppgjrryiE2tor7PCm7j9mYk8gzTk	19.7x	$6,303,064	a few seconds ago	14 hours ago
BABYWIF	9ceEjz32cv8jBcqsppgjrryiE2tor7PCm7j9mYk8gzTk	20.2x	$6,474,861	a few seconds ago	14 hours ago
$MCD	EtDV5X34Amqfs89tK9eCkCp7CMddTWgWsNxk1AV6A58e	2.00x	$246,886	a few seconds ago	2 days ago
$EMERICA	AUPThdcqmn8mNTVmkT9aNDkXzUoNTKTux3pVZ17KsSfr	3.0x	$102,497	a few seconds ago	an hour ago
$EMERICA	AUPThdcqmn8mNTVmkT9aNDkXzUoNTKTux3pVZ17KsSfr	4.3x	$146,455	a few seconds ago	an hour ago
$EMERICA	AUPThdcqmn8mNTVmkT9aNDkXzUoNTKTux3pVZ17KsSfr	5.7x	$192,027	a few seconds ago	2 hours ago
$EMERICA	AUPThdcqmn8mNTVmkT9aNDkXzUoNTKTux3pVZ17KsSfr	7.4x	$249,420	a few seconds ago	2 hours ago
BORUS	FQsWtiGFkF3iU1CvzED3fqavgq1q45op7DCUUHihurdk	2.4x	$209,659	a few seconds ago	8 minutes ago
$EMERICA	AUPThdcqmn8mNTVmkT9aNDkXzUoNTKTux3pVZ17KsSfr	8.6x	$292,744	a few seconds ago	2 hours ago
EMERICA	AUPThdcqmn8mNTVmkT9aNDkXzUoNTKTux3pVZ17KsSfr	9.4x	$318,829	a few seconds ago	2 hours ago
BORUS	FQsWtiGFkF3iU1CvzED3fqavgq1q45op7DCUUHihurdk	4.6x	$403,157	a few seconds ago	28 minutes ago
BORUS	FQsWtiGFkF3iU1CvzED3fqavgq1q45op7DCUUHihurdk	5.12x	$446,362	a few seconds ago	34 minutes ago
PING	661NGUirrEg3HLW8Bfq9s3e6MEo4bdAficSTS252DRyT	2.4x	$85,699	a few seconds ago	3 minutes ago
BABYWIF	9ceEjz32cv8jBcqsppgjrryiE2tor7PCm7j9mYk8gzTk	21.02x	$6,724,452	a few seconds ago	17 hours ago
BABYWIF	9ceEjz32cv8jBcqsppgjrryiE2tor7PCm7j9mYk8gzTk	22.1x	$7,083,350	a few seconds ago	18 hours ago
$doeg	7DVKjqoKwAPFaaYPLAX5JNzWbMEZj7W7cF9Jb2cgepUE	2.02x	$178,928	a few seconds ago	17 hours ago
BABYWIF	9ceEjz32cv8jBcqsppgjrryiE2tor7PCm7j9mYk8gzTk	24.0x	$7,664,951	a few seconds ago	18 hours ago
BABYWIF	9ceEjz32cv8jBcqsppgjrryiE2tor7PCm7j9mYk8gzTk	24.03x	$7,688,911	a few seconds ago	18 hours ago
$PEPEG	8ayphcnRPxCSApRYNmvJwioyD7ny4B89DMWuaQnJabFU	2.2x	$378,128	a few seconds ago	32 minutes ago
BABYWIF	9ceEjz32cv8jBcqsppgjrryiE2tor7PCm7j9mYk8gzTk	27.3x	$8,736,745	a few seconds ago	19 hours ago
BABYWIF	9ceEjz32cv8jBcqsppgjrryiE2tor7PCm7j9mYk8gzTk	28.4x	$9,090,710	a few seconds ago	19 hours ago
$HAT	HfeEhcAx86jG9oiTqtAXYTatjtpcQKmvmoF7baHH8ppP	2.1x	$282,022	a few seconds ago	15 minutes ago
$BABYWIF	9ceEjz32cv8jBcqsppgjrryiE2tor7PCm7j9mYk8gzTk	29.1x	$9,325,781	a few seconds ago	19 hours ago
$doeg	7DVKjqoKwAPFaaYPLAX5JNzWbMEZj7W7cF9Jb2cgepUE	3.50x	$309,555	a few seconds ago	18 hours ago
doeg	7DVKjqoKwAPFaaYPLAX5JNzWbMEZj7W7cF9Jb2cgepUE	4.8x	$423,235	a few seconds ago	18 hours ago
BABYWIF	9ceEjz32cv8jBcqsppgjrryiE2tor7PCm7j9mYk8gzTk	30.11x	$9,636,023	a few seconds ago	19 hours ago
$HAT	HfeEhcAx86jG9oiTqtAXYTatjtpcQKmvmoF7baHH8ppP	3.4x	$449,204	a few seconds ago	26 minutes ago
$doeg	7DVKjqoKwAPFaaYPLAX5JNzWbMEZj7W7cF9Jb2cgepUE	5.32x	$470,956	a few seconds ago	18 hours ago
$HAT	HfeEhcAx86jG9oiTqtAXYTatjtpcQKmvmoF7baHH8ppP	4.1x	$546,366	a few seconds ago	an hour ago
$HAT	HfeEhcAx86jG9oiTqtAXYTatjtpcQKmvmoF7baHH8ppP	5.0x	$669,863	a few seconds ago	an hour ago
$HAT	HfeEhcAx86jG9oiTqtAXYTatjtpcQKmvmoF7baHH8ppP	6.1x	$814,864	a few seconds ago	an hour ago
$HAT	HfeEhcAx86jG9oiTqtAXYTatjtpcQKmvmoF7baHH8ppP	7.4x	$989,179	a few seconds ago	an hour ago
$doeg	7DVKjqoKwAPFaaYPLAX5JNzWbMEZj7W7cF9Jb2cgepUE	6.5x	$574,970	a few seconds ago	19 hours ago
$doeg	7DVKjqoKwAPFaaYPLAX5JNzWbMEZj7W7cF9Jb2cgepUE	7.7x	$677,607	a few seconds ago	19 hours ago
BORUS	FQsWtiGFkF3iU1CvzED3fqavgq1q45op7DCUUHihurdk	6.3x	$545,914	a few seconds ago	5 hours ago
BORUS	FQsWtiGFkF3iU1CvzED3fqavgq1q45op7DCUUHihurdk	7.12x	$620,495	a few seconds ago	5 hours ago
$HAT	HfeEhcAx86jG9oiTqtAXYTatjtpcQKmvmoF7baHH8ppP	9.2x	$1,225,833	a few seconds ago	2 hours ago
BABYWIF	9ceEjz32cv8jBcqsppgjrryiE2tor7PCm7j9mYk8gzTk	36.9x	$11,807,357	a few seconds ago	21 hours ago
RPGMAI	4TBocj8qeDQAKkuRraW7Nact3HkZbmPVMkrpPjeoquqS	2.0	$115,279	N/A	7 minutes ago
$RPGMAI	4TBocj8qeDQAKkuRraW7Nact3HkZbmPVMkrpPjeoquqS	2.2x	$143,922	a few seconds ago	9 minutes ago
$RPGMAI	4TBocj8qeDQAKkuRraW7Nact3HkZbmPVMkrpPjeoquqS	3.01x	$195,188	a few seconds ago	13 minutes ago
$RPGMAI	4TBocj8qeDQAKkuRraW7Nact3HkZbmPVMkrpPjeoquqS	5.8x	$379,056	a few seconds ago	15 minutes ago
SOLAMA	AVLhahDcDQ4m4vHM4ug63oh7xc8Jtk49Dm5hoe9Sazqr	10.3x	$22,561,293	a few seconds ago	5 days ago
$tremp	FU1q8vJpZNUrmqsciSjp8bAKKidGsLmouB8CBdf8TKQv	1.2	$7,336,590	9 days ago	9 days ago
$RPGMAI	4TBocj8qeDQAKkuRraW7Nact3HkZbmPVMkrpPjeoquqS	6.2x	$402,421	a few seconds ago	30 minutes ago
RPGMAI	4TBocj8qeDQAKkuRraW7Nact3HkZbmPVMkrpPjeoquqS	8.0x	$517,513	a few seconds ago	32 minutes ago
$WUMPUS	9GRhUpYjaVkw6UocP14CKEpNz6UaSei5F4tiW7Y8o8mY	2.8x	$599,902	a few seconds ago	2 minutes ago
$SOLAMA	AVLhahDcDQ4m4vHM4ug63oh7xc8Jtk49Dm5hoe9Sazqr	12.4x	$27,132,070	a few seconds ago	5 days ago
BALLTZE	BqsE4AhFY1AoakyQXYWGRW8W8om94cBQ81wyKsZGkZEx	4.3x	$97,951	a few seconds ago	7 minutes ago
BALLTZE	BqsE4AhFY1AoakyQXYWGRW8W8om94cBQ81wyKsZGkZEx	5.2x	$118,247	a few seconds ago	15 minutes ago
$BALLTZE	BqsE4AhFY1AoakyQXYWGRW8W8om94cBQ81wyKsZGkZEx	6.1x	$139,373	a few seconds ago	22 minutes ago
$LEH	7obg932wg2A1oTZhrPzR4DSdhKbjXzKSfHTBo2Hu5EbP	65.7x	$7,519,398	a few seconds ago	a month ago
SI	Fxgdfsy1Z5Mvh53o69s2Ev6TGxtAJ1RQ5RJ5moCpKmQZ	16.8x	$5,976,566	a few seconds ago	13 days ago
$COL	B4cYZYVYeHgLc3W1pCduCYkoS75G6roPaPdPoBCFweNJ	2.10x	$2,130,567	a few seconds ago	20 days ago
DUKO	HLptm5e6rTgh4EKgDpYFrnRHbjpkMyVdEeREEa2G7rf9	7.1x	$39,944,955	a few seconds ago	18 days ago
$tremp	FU1q8vJpZNUrmqsciSjp8bAKKidGsLmouB8CBdf8TKQv	234.0x	$11,807,465	a few seconds ago	9 days ago
$SOLAMA	AVLhahDcDQ4m4vHM4ug63oh7xc8Jtk49Dm5hoe9Sazqr	14.0x	$30,546,536	a few seconds ago	5 days ago
$SOLAMA	AVLhahDcDQ4m4vHM4ug63oh7xc8Jtk49Dm5hoe9Sazqr	14.2x	$31,097,777	a few seconds ago	5 days ago
$MMGA	2tCQSFF7A8aCf8esfFQiW8HnmW5BsFkk75qscEQq9vN8	3.5	$65,644	N/A	3 minutes ago
$PENG	A3eME5CetyZPBoWbRUwY3tSe25S6tb18ba9ZPbWk9eFJ	7.01x	$19,331,404	a few seconds ago	a day ago
$PENG	A3eME5CetyZPBoWbRUwY3tSe25S6tb18ba9ZPbWk9eFJ	8.00x	$22,059,799	a few seconds ago	a day ago
$MCD	EtDV5X34Amqfs89tK9eCkCp7CMddTWgWsNxk1AV6A58e	3.4x	$418,444	a few seconds ago	3 days ago
GNEP	3rsRjTGG1wVAnACHkPkNrXrnzqkyJDcJsVBQZ3AJnCB9	2.04x	$274,037	a few seconds ago	3 hours ago
$SPURDSONS	DSavhCDd1BL1wJxcHFBsF7NY2ycb1ZEwJxksnwF23GUh	2.2x	$53,509	a few seconds ago	4 minutes ago
$SPURDSONS	DSavhCDd1BL1wJxcHFBsF7NY2ycb1ZEwJxksnwF23GUh	3.10x	$74,765	a few seconds ago	9 minutes ago
$BBRETT	9usczTSxLwvQwzRxrSjEpNtTVcCam95GiHfpopyM1ima	2.3x	$142,697	a few seconds ago	15 minutes ago
$SPURDSONS	DSavhCDd1BL1wJxcHFBsF7NY2ycb1ZEwJxksnwF23GUh	4.11x	$99,088	a few seconds ago	21 minutes ago
$BBRETT	9usczTSxLwvQwzRxrSjEpNtTVcCam95GiHfpopyM1ima	3.04x	$189,894	a few seconds ago	24 minutes ago
$BBRETT	9usczTSxLwvQwzRxrSjEpNtTVcCam95GiHfpopyM1ima	4.3x	$271,115	a few seconds ago	27 minutes ago
$SPURDSONS	DSavhCDd1BL1wJxcHFBsF7NY2ycb1ZEwJxksnwF23GUh	5.5x	$131,576	a few seconds ago	34 minutes ago
$SPURDSONS	DSavhCDd1BL1wJxcHFBsF7NY2ycb1ZEwJxksnwF23GUh	6.03x	$145,241	a few seconds ago	35 minutes ago
$BBRETT	9usczTSxLwvQwzRxrSjEpNtTVcCam95GiHfpopyM1ima	5.03x	$314,043	a few seconds ago	32 minutes ago
$SPURDSONS	DSavhCDd1BL1wJxcHFBsF7NY2ycb1ZEwJxksnwF23GUh	7.2x	$174,427	a few seconds ago	37 minutes ago
$SPURDSONS	DSavhCDd1BL1wJxcHFBsF7NY2ycb1ZEwJxksnwF23GUh	8.6x	$206,934	a few seconds ago	39 minutes ago
$SOLCADE	7vuhsRQ2gE4WPv37qegBKu8PcWHxDb5rQ6fQKkDfUghF	8.4x	$2,162,135	a few seconds ago	7 days ago
$DB	8jVsg3Qu1ht7u5iagfG3ZVzfC9dywFmASPMPyXtonTpr	13.1x	$682,761	a few seconds ago	an hour ago
$BUG	5caTDVjdLRZFywYZQjLFnm9xMocZC3gZ2zX6fVD9eQWa	2.1x	$113,172	a few seconds ago	2 minutes ago
$BUG	5caTDVjdLRZFywYZQjLFnm9xMocZC3gZ2zX6fVD9eQWa	3.02x	$161,830	a few seconds ago	4 minutes ago
$MOAI	7NQSHjuEGENZDWfSvPZz7oP2D6c5Jc3LjFC6uh179ufr	16.21x	$9,756,733	a few seconds ago	a month ago
$tremp	FU1q8vJpZNUrmqsciSjp8bAKKidGsLmouB8CBdf8TKQv	267.3x	$13,487,716	a few seconds ago	9 days ago
$SOLAMA	AVLhahDcDQ4m4vHM4ug63oh7xc8Jtk49Dm5hoe9Sazqr	15.3x	$33,381,618	a few seconds ago	6 days ago
$SOLAMA	AVLhahDcDQ4m4vHM4ug63oh7xc8Jtk49Dm5hoe9Sazqr	17.0x	$37,159,880	a few seconds ago	6 days ago
$SOLAMA	AVLhahDcDQ4m4vHM4ug63oh7xc8Jtk49Dm5hoe9Sazqr	17.3x	$37,832,322	a few seconds ago	6 days ago
$SOLAMA	AVLhahDcDQ4m4vHM4ug63oh7xc8Jtk49Dm5hoe9Sazqr	18.4x	$40,267,707	a few seconds ago	6 days ago
$BABYWIF	9ceEjz32cv8jBcqsppgjrryiE2tor7PCm7j9mYk8gzTk	36.9x	$5,696,632	No Data Yet	$319,976
SOLAMA	AVLhahDcDQ4m4vHM4ug63oh7xc8Jtk49Dm5hoe9Sazqr	21.4x	$46,740,590	a few seconds ago	6 days ago
